ID,outcome,SUT,confidence,dsa,lsa,conf*(1-norm_dsa)
0,Pass,7,0.999998927,0.211930439,984.6234372,0.895569929
1,Pass,2,0.999927402,0.322612524,1011.826796,0.840971034
2,Pass,1,0.999748528,0.187725976,938.9970487,0.907269473
3,Pass,0,0.999699593,0.424430311,981.8190599,0.790623611
4,Pass,4,0.998585105,0.386245996,999.4446504,0.808530974
5,Pass,1,0.999940753,0.097904727,938.2576272,0.951700879
6,Pass,4,0.970374942,0.675962806,1014.07966,0.647160609
7,Pass,9,0.989892483,0.754725397,1039.432539,0.621759077
8,Pass,5,0.999152064,0.571673632,1047.752945,0.717697698
9,Pass,9,0.998595178,0.426260918,1000.767533,0.788849404
10,Pass,0,0.999987245,0.228553355,977.0070459,0.887368599
11,Pass,6,0.999986053,0.344335288,1002.548102,0.830316579
12,Pass,9,0.999782264,0.377865911,994.2452494,0.813628689
13,Pass,0,0.999906659,0.257636309,976.2759717,0.872967748
14,Pass,1,0.999928713,0.382168949,980.7643882,0.811627692
15,Pass,5,0.999950767,0.367298663,1010.642641,0.818972592
16,Pass,9,0.99967134,0.34867534,1002.154513,0.82791740
17,Pass,7,0.999979734,0.271131605,983.0504878,0.866381849
18,Pass,3,0.680233359,0.917915106,1045.231743,0.372560858
19,Pass,4,0.999986529,0.322857708,986.4626297,0.840899948
20,Pass,9,0.990788162,0.514262199,1010.368752,0.739718840
21,Pass,6,0.999868274,0.348711014,982.1210179,0.828062921
22,Pass,6,0.999992132,0.334378779,993.5616243,0.835227676
23,Pass,5,0.999998808,0.268785328,1000.664374,0.867554506
24,Pass,4,0.999378204,0.45405373,992.5089842,0.775781519399575
25,Pass,0,0.999417543,0.578080654,988.9515571,0.714733161
26,Pass,7,0.998586297,0.456743985,993.0991334,0.773843036
27,Pass,4,0.999999642,0.328013837,994.6477004,0.838370284
28,Pass,0,0.999868751,0.462867111,989.76888,0.771820074
29,Pass,1,0.999140143,0.299286664,952.1951396,0.851792901
30,Pass,3,0.999999285,0.338402629,982.3837495,0.833250892
31,Pass,1,0.998173952,0.23539111,948.5078137,0.882396355933692
32,Pass,3,0.999999404,0.224037901,976.1349981,0.889604386
33,Pass,4,0.636872411,1.067577004,1083.402539,0.301845352
34,Pass,7,0.999996424,0.189925224,991.0778728,0.906410759
35,Pass,2,0.999998808,0.322601825,1013.879492,0.841036361
36,Pass,7,0.997127593,0.600870132,1021.573652,0.701898203
37,Pass,1,0.99947685,0.270114213,952.8359857,0.866447210348446
38,Pass,2,0.999776065,0.390967309,1008.734845,0.807169352
39,Pass,1,0.999903321,0.247306943,953.2632093,0.878054156
40,Pass,1,0.977005243,0.187158525,943.7248326,0.886903178
41,Pass,7,0.998525441,0.488226861,1016.885129,0.758305507
42,Pass,4,0.999813497,0.415481538,1006.268957,0.795122395
43,Pass,2,0.998087823,0.656761527,1077.58682,0.675086204
44,Pass,3,0.999793589,0.480222851,1004.123835,0.763211748
45,Pass,5,0.999768078,0.381309032,999.6939152,0.811920934
46,Pass,1,0.999127805,0.241439521,966.5884976,0.880261806
47,Pass,2,0.999983668,0.354499966,1002.785065,0.825306017
48,Pass,4,0.999548614,0.474591762,999.9055823,0.765798218
49,Pass,4,0.999966741,0.345208973,999.8193041,0.829870048
50,Pass,6,0.999989152,0.192637861,976.8306375,0.905067525
51,Pass,3,0.999996066,0.344406694,992.6898798,0.830289708
52,Pass,5,0.999998689,0.295333982,999.5402438,0.854472522
53,Pass,5,0.9997558,0.470033526,998.9932848,0.768202482914104
54,Pass,6,0.999999166,0.184323162,981.4922832,0.909173668
55,Pass,0,0.999622583,0.304346383,982.8756968,0.849711949
56,Pass,4,0.999997735,0.376759619,994.2227563,0.814349167
57,Pass,1,0.999350488,0.23383081,946.7021199,0.884204767527233
58,Pass,9,0.999987841,0.288389474,1004.031065,0.857885130
59,Pass,5,0.999609649,0.525290668,1011.091545,0.740872753
60,Pass,7,0.999981999,0.29187429,1005.923624,0.856162999814416
61,Pass,8,0.999424577,0.746305466,1029.770338,0.631892807
